Seq1	Seq2	Tot Score	Tot Energy	Max Score	Max Energy	Strand	Len1	Len2	Positions
asu-miR-5350c-3p	AgR029_g141_t03	170.00	-19.94	170.00	-19.94	205777	22	158	 17
asu-miR-5350c-3p	AgR029_g141_t04	170.00	-19.94	170.00	-19.94	205778	22	158	 17
asu-miR-5350c-5p	AgB04_g051_t01	323.00	-37.88	170.00	-20.27	317792	22	7226	 3214 3051
asu-miR-5350d-3p	AgB06_g209_t01	170.00	-25.45	170.00	-25.45	252972	22	2552	 465
asu-miR-5350d-3p	AgR011_g040_t01	170.00	-26.73	170.00	-26.73	260774	22	3797	 1390
asu-miR-5350d-3p	AgR011_g040_t07	170.00	-26.73	170.00	-26.73	260783	22	3797	 1390
asu-miR-5350d-3p	AgR033_g059_t01	170.00	-25.97	170.00	-25.97	285608	22	8696	 1823
asu-miR-5350d-3p	AgR033_g059_t03	170.00	-25.97	170.00	-25.97	285610	22	8696	 1823
asu-miR-5350d-5p	AgB05_g296_t01	603.00	-55.91	170.00	-23.72	168561	22	3068	 2755 100 1142 1836
asu-miR-5350d-5p	AgB05_g296_t02	603.00	-55.91	170.00	-23.72	168562	22	3068	 2755 100 1142 1836
asu-miR-5350d-5p	AgB08X_g292_t06	170.00	-26.30	170.00	-26.30	190232	22	339	 204
asu-miR-5350d-5p	AgR002_g166_t02	329.00	-31.66	170.00	-17.59	160952	22	8779	 1439 3575
asu-miR-5350d-5p	AgR002_g166_t03	329.00	-31.66	170.00	-17.59	160954	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t04	329.00	-31.66	170.00	-17.59	160956	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t05	329.00	-31.66	170.00	-17.59	160958	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t06	329.00	-31.66	170.00	-17.59	160959	22	8779	 1439 3575
asu-miR-5350d-5p	AgR002_g166_t07	329.00	-31.66	170.00	-17.59	160961	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t08	329.00	-31.66	170.00	-17.59	160963	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t09	329.00	-31.66	170.00	-17.59	160965	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t10	329.00	-31.66	170.00	-17.59	160967	22	8498	 1158 3294
asu-miR-5350d-5p	AgR002_g166_t11	329.00	-31.66	170.00	-17.59	160968	22	8779	 1439 3575
asu-miR-5350d-5p	AgR002_g166_t12	329.00	-31.66	170.00	-17.59	160969	22	8779	 1439 3575
asu-miR-5350d-5p	AgR002_g166_t13	329.00	-31.66	170.00	-17.59	160970	22	8779	 1439 3575
asu-miR-5350d-5p	AgR002_g166_t14	329.00	-31.66	170.00	-17.59	160972	22	8498	 1158 3294
asu-miR-5350d-5p	AgR006_g102_t01	318.00	-36.01	170.00	-19.57	175002	22	1815	 197 456
asu-miR-5350d-5p	AgR006_g102_t02	318.00	-36.01	170.00	-19.57	175003	22	1815	 197 456
asu-miR-5350d-5p	AgR006_g102_t03	318.00	-36.01	170.00	-19.57	175004	22	1815	 197 456
asu-miR-5350d-5p	AgR009X_g231_t01	170.00	-19.20	170.00	-19.20	181135	22	1107	 875
asu-miR-5350d-5p	AgR009X_g231_t02	170.00	-19.20	170.00	-19.20	181137	22	1221	 989
asu-miR-5350d-5p	AgR042X_g064_t06	170.00	-16.40	170.00	-16.40	215904	22	495	 131
asu-miR-5350d-5p	AgR050_g010_t01	170.00	-18.15	170.00	-18.15	219107	22	2944	 1628
asu-miR-5350d-5p	AgR050_g010_t03	170.00	-18.15	170.00	-18.15	219110	22	2296	 980
asu-miR-5350d-5p	AgR050_g010_t04	170.00	-18.15	170.00	-18.15	219111	22	2782	 1466
asu-miR-5351-3p	AgB08X_g024_t01	311.00	-42.42	170.00	-28.22	189257	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t02	311.00	-42.42	170.00	-28.22	189258	22	9121	 2064 1934
asu-miR-5351-3p	AgB08X_g024_t03	311.00	-42.42	170.00	-28.22	189260	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t04	311.00	-42.42	170.00	-28.22	189262	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t05	311.00	-42.42	170.00	-28.22	189265	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t06	311.00	-42.42	170.00	-28.22	189267	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t07	311.00	-42.42	170.00	-28.22	189268	22	9121	 2064 1934
asu-miR-5351-3p	AgB08X_g024_t08	311.00	-42.42	170.00	-28.22	189269	22	9121	 2064 1934
asu-miR-5351-3p	AgB08X_g024_t09	311.00	-42.42	170.00	-28.22	189271	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t10	311.00	-42.42	170.00	-28.22	189273	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t11	311.00	-42.42	170.00	-28.22	189275	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t12	311.00	-42.42	170.00	-28.22	189277	22	9318	 2261 2131
asu-miR-5351-3p	AgB08X_g024_t13	311.00	-42.42	170.00	-28.22	189278	22	9121	 2064 1934
asu-miR-5351-3p	AgB11_g010_t01	320.00	-44.39	170.00	-24.06	202274	22	1474	 941 1018
asu-miR-5351-3p	AgB11_g010_t02	320.00	-44.39	170.00	-24.06	202275	22	1474	 941 1018
asu-miR-5351-3p	AgB11_g010_t04	320.00	-44.39	170.00	-24.06	202276	22	1474	 941 1018
asu-miR-5351-3p	AgR015_g210_t01	170.00	-23.73	170.00	-23.73	191072	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t02	170.00	-23.73	170.00	-23.73	191073	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t03	170.00	-23.73	170.00	-23.73	191074	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t04	170.00	-23.73	170.00	-23.73	191075	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t05	170.00	-23.73	170.00	-23.73	191076	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t06	170.00	-23.73	170.00	-23.73	191077	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t07	170.00	-23.73	170.00	-23.73	191078	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t08	170.00	-23.73	170.00	-23.73	191079	22	2396	 2250
asu-miR-5351-3p	AgR015_g210_t09	170.00	-23.73	170.00	-23.73	191080	22	2396	 2250
asu-miR-5351-5p	AgB19_g040_t01	170.00	-17.14	170.00	-17.14	62536	23	960	 281
asu-miR-5351-5p	AgB19_g040_t02	170.00	-17.14	170.00	-17.14	62537	23	975	 296
asu-miR-5351-5p	AgR038_g084_t01	170.00	-13.59	170.00	-13.59	60908	23	2208	 956
asu-miR-5351-5p	AgR038_g084_t02	170.00	-13.59	170.00	-13.59	60909	23	2125	 873
asu-miR-5351-5p	AgR038_g084_t03	170.00	-13.59	170.00	-13.59	60910	23	2125	 873
asu-miR-5352-3p	AgB08X_g197_t01	455.00	-56.44	170.00	-20.57	113767	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB08X_g197_t02	455.00	-56.44	170.00	-20.57	113768	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB08X_g197_t03	455.00	-56.44	170.00	-20.57	113769	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB08X_g197_t06	455.00	-56.44	170.00	-20.57	113772	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB08X_g197_t07	455.00	-56.44	170.00	-20.57	113773	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB08X_g197_t08	455.00	-56.44	170.00	-20.57	113774	23	8217	 4099 7004 6178
asu-miR-5352-3p	AgB23_g059_t10	170.00	-27.37	170.00	-27.37	141475	23	379	 233
asu-miR-5352-3p	AgE11_g001_t01	1780.00	-210.00	170.00	-25.51	148824	23	42213	 9553 16310 33918 1927 3234 37068 28836 32569 3003 9009 15766 39773
asu-miR-5352-3p	AgE11_g001_t02	1780.00	-210.00	170.00	-25.51	148825	23	42213	 9553 16310 33918 1927 3234 37068 28836 32569 3003 9009 15766 39773
asu-miR-5352-3p	AgE11_g001_t03	1780.00	-210.00	170.00	-25.51	148826	23	42213	 9553 16310 33918 1927 3234 37068 28836 32569 3003 9009 15766 39773
asu-miR-5352-3p	AgR018X_g051_t02	170.00	-20.04	170.00	-20.04	117170	23	565	 418
asu-miR-5352-5p	AgB06_g055_t01	170.00	-23.93	170.00	-23.93	328487	22	1130	 592
asu-miR-5352-5p	AgB06_g055_t02	170.00	-23.93	170.00	-23.93	328488	22	1130	 592
asu-miR-5352-5p	AgB06_g185_t03	170.00	-22.00	170.00	-22.00	329039	22	2277	 1299
asu-miR-5352-5p	AgB12_g117_t01	311.00	-39.60	170.00	-22.81	356472	22	4826	 3235 895
asu-miR-5352-5p	AgB12_g117_t03	311.00	-39.60	170.00	-22.81	356473	22	4783	 3192 852
asu-miR-5352-5p	AgR003_g096_t03	170.00	-27.68	170.00	-27.68	321902	22	3715	 3602
asu-miR-5352-5p	AgR003_g096_t05	170.00	-27.68	170.00	-27.68	321904	22	3715	 3602
asu-miR-5352-5p	AgR003_g096_t06	170.00	-27.68	170.00	-27.68	321905	22	3715	 3602
asu-miR-5352-5p	AgR016_g217_t01	170.00	-24.02	170.00	-24.02	344500	22	241	 113
asu-miR-5352-5p	AgR016_g217_t02	170.00	-24.02	170.00	-24.02	344502	22	241	 113
asu-miR-5353-3p	AgB06_g100_t02	170.00	-25.13	170.00	-25.13	24066	23	3721	 1658
asu-miR-5353-3p	AgB06_g100_t04	170.00	-25.13	170.00	-25.13	24082	23	3735	 1672
asu-miR-5353-3p	AgB06_g100_t05	170.00	-25.13	170.00	-25.13	24083	23	3721	 1658
asu-miR-5353-3p	AgB34_g002_t01	170.00	-23.27	170.00	-23.27	74610	23	858	 434
asu-miR-5353-3p	AgR028_g012_t01	310.00	-35.88	170.00	-18.21	52524	23	1835	 301 1498
asu-miR-5353-3p	AgR028_g012_t02	310.00	-35.88	170.00	-18.21	52525	23	4186	 2652 3849
asu-miR-5353-3p	AgR028_g012_t03	310.00	-35.88	170.00	-18.21	52526	23	4186	 2652 3849
asu-miR-5353-3p	AgR037_g072_t01	170.00	-22.93	170.00	-22.93	60258	23	8468	 1430
asu-miR-5353-3p	AgR037_g072_t02	170.00	-22.93	170.00	-22.93	60259	23	8468	 1430
asu-miR-5353-5p	AgB06_g327_t01	311.00	-38.58	170.00	-22.93	253450	24	3292	 527 1281
asu-miR-5353-5p	AgB06_g327_t03	311.00	-38.58	170.00	-22.93	253452	24	3292	 527 1281
asu-miR-5353-5p	AgB06_g327_t04	311.00	-38.58	170.00	-22.93	253454	24	2793	 28 782
asu-miR-5353-5p	AgB06_g327_t05	311.00	-38.58	170.00	-22.93	253456	24	2793	 28 782
asu-miR-5353-5p	AgR001_g447_t01	170.00	-25.30	170.00	-25.30	233495	24	8614	 2014
asu-miR-5353-5p	AgR001_g447_t02	170.00	-25.30	170.00	-25.30	233496	24	8614	 2014
asu-miR-5353-5p	AgR016_g035_t02	310.00	-48.10	170.00	-25.09	267606	24	13186	 12409 7141
asu-miR-5353-5p	AgR023_g100_t01	170.00	-24.62	170.00	-24.62	275409	24	1682	 1612
asu-miR-5353-5p	AgR023_g100_t02	170.00	-24.62	170.00	-24.62	275410	24	1682	 1612
asu-miR-5353-5p	AgR023_g100_t03	170.00	-24.62	170.00	-24.62	275411	24	1682	 1612
asu-miR-5353-5p	AgR023_g100_t04	170.00	-24.62	170.00	-24.62	275420	24	1792	 1722
asu-miR-5353-5p	AgR023_g100_t07	170.00	-24.62	170.00	-24.62	275423	24	1792	 1722
asu-miR-5353-5p	AgR023_g100_t08	170.00	-24.62	170.00	-24.62	275425	24	1792	 1722
asu-miR-5353-5p	AgR035X_g083_t01	170.00	-25.57	170.00	-25.57	286663	24	5916	 4127
asu-miR-5353-5p	AgR035X_g083_t07	170.00	-25.57	170.00	-25.57	286675	24	5304	 3515
asu-miR-5353-5p	AgR036X_g065_t03	170.00	-23.76	170.00	-23.76	287607	24	119	 84
asu-miR-5353-5p	AgR036X_g065_t04	170.00	-23.76	170.00	-23.76	287615	24	119	 84
asu-miR-5354-3p	AgR001_g178_t01	170.00	-22.55	170.00	-22.55	156337	22	1358	 815
asu-miR-5354-3p	AgR001_g178_t02	170.00	-22.55	170.00	-22.55	156338	22	1278	 735
asu-miR-5354-3p	AgR038_g043_t01	170.00	-24.87	170.00	-24.87	213049	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t02	170.00	-24.87	170.00	-24.87	213050	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t03	170.00	-24.87	170.00	-24.87	213051	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t04	170.00	-24.87	170.00	-24.87	213052	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t05	170.00	-24.87	170.00	-24.87	213053	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t06	170.00	-24.87	170.00	-24.87	213054	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t07	170.00	-24.87	170.00	-24.87	213055	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t08	170.00	-24.87	170.00	-24.87	213056	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t09	170.00	-24.87	170.00	-24.87	213057	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t10	170.00	-24.87	170.00	-24.87	213058	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t11	170.00	-24.87	170.00	-24.87	213059	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t12	170.00	-24.87	170.00	-24.87	213060	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t13	170.00	-24.87	170.00	-24.87	213071	22	4068	 3579
asu-miR-5354-3p	AgR038_g043_t14	170.00	-24.87	170.00	-24.87	213072	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t15	170.00	-24.87	170.00	-24.87	213073	22	4001	 3512
asu-miR-5354-3p	AgR038_g043_t16	170.00	-24.87	170.00	-24.87	213074	22	4001	 3512
asu-miR-5355-5p	AgR004_g080_t01	327.00	-45.68	170.00	-25.96	247617	23	1627	 1145 1356
asu-miR-5355-5p	AgR021X_g193_t02	170.00	-25.78	170.00	-25.78	272979	23	2068	 1864
asu-miR-5355-5p	AgR021X_g193_t03	170.00	-25.78	170.00	-25.78	272982	23	2177	 1973
asu-miR-5355-5p	AgR021X_g193_t04	170.00	-25.78	170.00	-25.78	272983	23	2068	 1864
asu-miR-5355-5p	AgR021X_g193_t05	170.00	-25.78	170.00	-25.78	272986	23	2177	 1973
asu-miR-5355-5p	AgR021X_g193_t06	170.00	-25.78	170.00	-25.78	272987	23	590	 386
asu-miR-5355-5p	AgR021X_g193_t07	170.00	-25.78	170.00	-25.78	272988	23	2068	 1864
asu-miR-5355-5p	AgR021X_g193_t08	170.00	-25.78	170.00	-25.78	272989	23	2068	 1864
asu-miR-5355-5p	AgR021X_g193_t09	170.00	-25.78	170.00	-25.78	272992	23	2177	 1973
asu-miR-5355-5p	AgR045_g043_t02	170.00	-26.15	170.00	-26.15	294085	23	1874	 59
asu-miR-5356a-3p	AgB04_g088_t03	170.00	-31.52	170.00	-31.52	317928	23	209	 65
asu-miR-5356a-3p	AgB04_g088_t06	170.00	-31.52	170.00	-31.52	317933	23	209	 65
asu-miR-5356a-3p	AgR014X_g185_t01	461.00	-67.25	170.00	-27.03	341129	23	4543	 1267 1830 1860
asu-miR-5356a-3p	AgR014X_g185_t02	461.00	-67.25	170.00	-27.03	341130	23	4543	 1267 1830 1860
asu-miR-5356a-3p	AgR014X_g185_t03	461.00	-67.25	170.00	-27.03	341131	23	4543	 1267 1830 1860
asu-miR-5356a-3p	AgR014X_g185_t04	461.00	-67.25	170.00	-27.03	341132	23	4543	 1267 1830 1860
asu-miR-5356a-5p	AgR023_g060_t01	170.00	-26.50	170.00	-26.50	199068	23	1398	 928
asu-miR-5356a-5p	AgR023_g060_t02	170.00	-26.50	170.00	-26.50	199069	23	1200	 730
asu-miR-5356a-5p	AgR023_g060_t04	170.00	-26.50	170.00	-26.50	199073	23	2122	 1652
asu-miR-5356b-3p	AgB04_g250_t04	170.00	-20.91	170.00	-20.91	13957	23	2928	 1293
asu-miR-5356b-3p	AgB08X_g058_t02	316.00	-36.03	170.00	-20.01	37095	23	4921	 4892 3870
asu-miR-5356b-3p	AgB08X_g058_t03	316.00	-36.03	170.00	-20.01	37096	23	4921	 4892 3870
asu-miR-5356b-3p	AgR018X_g152_t01	170.00	-23.73	170.00	-23.73	41389	23	1678	 1513
asu-miR-5356b-3p	AgR018X_g152_t02	170.00	-23.73	170.00	-23.73	41390	23	1678	 1513
asu-miR-5356b-3p	AgR018X_g152_t03	170.00	-23.73	170.00	-23.73	41391	23	1678	 1513
asu-miR-5356b-3p	AgR018X_g152_t04	170.00	-23.73	170.00	-23.73	41392	23	1678	 1513
asu-miR-5356b-3p	AgR018X_g152_t05	170.00	-23.73	170.00	-23.73	41393	23	1678	 1513
asu-miR-5356b-3p	AgR102_g004_t01	334.00	-40.05	170.00	-22.06	75239	23	7591	 5287 4187
asu-miR-5356b-3p	AgR102_g004_t02	334.00	-40.05	170.00	-22.06	75240	23	7591	 5287 4187
asu-miR-5356b-5p	AgB05_g359_t01	170.00	-22.23	170.00	-22.23	168853	23	1636	 1550
asu-miR-5356b-5p	AgB05_g359_t02	170.00	-22.23	170.00	-22.23	168854	23	1636	 1550
asu-miR-5356b-5p	AgB05_g359_t03	170.00	-22.23	170.00	-22.23	168855	23	1636	 1550
asu-miR-5356b-5p	AgR005_g312_t01	170.00	-25.24	170.00	-25.24	174060	23	2180	 775
asu-miR-5356b-5p	AgR011_g298_t02	170.00	-25.28	170.00	-25.28	185709	23	455	 351
asu-miR-5356b-5p	AgR025_g058_t01	598.00	-92.24	170.00	-23.34	201896	23	6500	 4415 1891 4457 3049
asu-miR-5356b-5p	AgR025_g118_t01	170.00	-23.43	170.00	-23.43	202178	23	2408	 433
asu-miR-5356b-5p	AgR025_g118_t02	170.00	-23.43	170.00	-23.43	202179	23	2123	 148
asu-miR-5356b-5p	AgR025_g118_t03	170.00	-23.43	170.00	-23.43	202183	23	2408	 433
asu-miR-5356b-5p	AgR025_g118_t04	170.00	-23.43	170.00	-23.43	202184	23	2123	 148
asu-miR-5356b-5p	AgR025_g118_t05	170.00	-23.43	170.00	-23.43	202185	23	2123	 148
asu-miR-5356b-5p	AgR025_g118_t06	170.00	-23.43	170.00	-23.43	202186	23	2123	 148
asu-miR-5356b-5p	AgR025_g118_t07	170.00	-23.43	170.00	-23.43	202187	23	2123	 148
asu-miR-5356b-5p	AgR025_g118_t08	170.00	-23.43	170.00	-23.43	202188	23	2123	 148
asu-miR-5356b-5p	AgR028_g129_t01	170.00	-26.14	170.00	-26.14	205204	23	1328	 985
asu-miR-5357-3p	AgB02_g205_t01	314.00	-42.01	170.00	-23.29	158926	22	2835	 1780 1601
asu-miR-5357-3p	AgB02_g205_t02	314.00	-42.01	170.00	-23.29	158927	22	2190	 1135 956
asu-miR-5357-3p	AgR005_g402_t01	170.00	-21.08	170.00	-21.08	174407	22	2952	 2498
asu-miR-5357-3p	AgR005_g402_t02	170.00	-21.08	170.00	-21.08	174409	22	3195	 2741
asu-miR-5357-3p	AgR007_g140_t03	170.00	-22.11	170.00	-22.11	177940	22	583	 223
asu-miR-5357-3p	AgR007_g140_t04	170.00	-22.11	170.00	-22.11	177941	22	583	 223
asu-miR-5357-3p	AgR025_g006_t03	316.00	-40.66	170.00	-20.67	201309	22	5998	 4616 3737
asu-miR-5357-3p	AgR025_g006_t04	316.00	-40.66	170.00	-20.67	201310	22	3558	 2176 1297
asu-miR-5357-3p	AgR025_g006_t05	316.00	-40.66	170.00	-20.67	201313	22	2344	 962 83
asu-miR-5357-3p	AgR025_g006_t06	316.00	-40.66	170.00	-20.67	201315	22	2822	 1440 561
asu-miR-5357-3p	AgR025_g006_t07	316.00	-40.66	170.00	-20.67	201317	22	2822	 1440 561
asu-miR-5357-3p	AgR052_g005_t02	311.00	-43.32	170.00	-22.47	219553	22	3864	 3527 3783
asu-miR-5357-5p	AgR029_g078_t01	170.00	-26.53	170.00	-26.53	281695	22	170	 118
asu-miR-5357-5p	AgR029_g078_t02	170.00	-26.53	170.00	-26.53	281696	22	170	 118
asu-miR-5357-5p	AgR029_g078_t03	170.00	-26.53	170.00	-26.53	281697	22	170	 118
asu-miR-5357-5p	AgR029_g078_t04	170.00	-26.53	170.00	-26.53	281698	22	170	 118
asu-miR-5357-5p	AgR033_g027_t01	170.00	-22.45	170.00	-22.45	285472	22	162	 124
asu-miR-5358a-3p	AgB19_g002_t01	170.00	-20.03	170.00	-20.03	62369	23	13647	 5697
asu-miR-5358a-3p	AgB19_g002_t03	170.00	-20.03	170.00	-20.03	62371	23	13647	 5697
asu-miR-5358a-3p	AgB23_g032_t01	170.00	-18.51	170.00	-18.51	65199	23	488	 424
asu-miR-5358a-3p	AgR002_g030_t03	170.00	-21.02	170.00	-21.02	8184	23	165	 138
asu-miR-5358a-3p	AgR005_g398_t01	170.00	-26.12	170.00	-26.12	22084	23	3588	 1003
asu-miR-5358a-3p	AgR005_g398_t05	170.00	-26.12	170.00	-26.12	22085	23	3588	 1003
asu-miR-5358a-3p	AgR005_g398_t06	170.00	-26.12	170.00	-26.12	22086	23	3588	 1003
asu-miR-5358a-3p	AgR005_g398_t07	170.00	-26.12	170.00	-26.12	22087	23	3588	 1003
asu-miR-5358a-5p	AgB02_g398_t01	313.00	-34.82	170.00	-19.04	235962	24	812	 448 776
asu-miR-5358a-5p	AgB16X_g047_t01	323.00	-37.56	170.00	-19.24	286967	24	3313	 497 249
asu-miR-5358a-5p	AgB16X_g047_t02	323.00	-37.56	170.00	-19.24	286968	24	3313	 497 249
asu-miR-5358a-5p	AgR011_g136_t02	310.00	-38.51	170.00	-23.20	261157	24	10087	 3113 5307
asu-miR-5358a-5p	AgR011_g136_t03	310.00	-38.51	170.00	-23.20	261158	24	10087	 3113 5307
asu-miR-5358a-5p	AgR011_g136_t04	310.00	-38.51	170.00	-23.20	261160	24	10087	 3113 5307
asu-miR-5358b-5p	AgB03_g460_t01	311.00	-44.93	170.00	-24.29	317143	23	2901	 425 187
asu-miR-5358b-5p	AgB10_g082_t01	170.00	-22.78	170.00	-22.78	352265	23	628	 579
asu-miR-5358b-5p	AgR013X_g243_t03	170.00	-23.71	170.00	-23.71	340297	23	1659	 1192
asu-miR-5358b-5p	AgR026_g042_t01	311.00	-45.80	170.00	-25.98	355334	23	3111	 2437 1003
asu-miR-5358b-5p	AgR026_g042_t02	311.00	-45.80	170.00	-25.98	355335	23	3028	 2354 920
asu-miR-5358b-5p	AgR026_g042_t03	311.00	-45.80	170.00	-25.98	355336	23	2910	 2236 802
asu-miR-5358b-5p	AgR026_g042_t04	311.00	-45.80	170.00	-25.98	355340	23	3111	 2437 1003
asu-miR-5358b-5p	AgR026_g042_t05	311.00	-45.80	170.00	-25.98	355345	23	3111	 2437 1003
asu-miR-5358b-5p	AgR026_g042_t06	311.00	-45.80	170.00	-25.98	355346	23	2910	 2236 802
asu-miR-5359-3p	AgR003_g182_t01	318.00	-33.65	170.00	-19.53	322248	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t02	318.00	-33.65	170.00	-19.53	322249	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t03	318.00	-33.65	170.00	-19.53	322250	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t04	318.00	-33.65	170.00	-19.53	322251	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t05	318.00	-33.65	170.00	-19.53	322252	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t06	318.00	-33.65	170.00	-19.53	322253	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t07	318.00	-33.65	170.00	-19.53	322254	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t08	318.00	-33.65	170.00	-19.53	322255	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t09	318.00	-33.65	170.00	-19.53	322256	22	3298	 2857 606
asu-miR-5359-3p	AgR003_g182_t10	318.00	-33.65	170.00	-19.53	322257	22	3298	 2857 606
asu-miR-5359-3p	AgR060_g020_t01	313.00	-28.70	170.00	-18.80	374338	22	2219	 1269 533
asu-miR-5359-3p	AgR175X_g001_t02	315.00	-34.58	170.00	-17.58	380619	22	331	 73 195
asu-miR-5359-5p	AgB03_g401_t01	316.00	-43.47	170.00	-26.90	392816	22	1107	 774 1
asu-miR-5359-5p	AgR005_g206_t01	170.00	-23.73	170.00	-23.73	402131	22	1708	 256
asu-miR-5359-5p	AgR019X_g052_t03	170.00	-28.44	170.00	-28.44	422846	22	3181	 464
asu-miR-5360-3p	AgB01_g061_t01	325.00	-26.33	170.00	-17.07	152518	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t02	325.00	-26.33	170.00	-17.07	152519	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t03	325.00	-26.33	170.00	-17.07	152520	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t04	325.00	-26.33	170.00	-17.07	152521	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t05	325.00	-26.33	170.00	-17.07	152522	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t06	325.00	-26.33	170.00	-17.07	152523	22	442	 411 44
asu-miR-5360-3p	AgB01_g061_t07	325.00	-26.33	170.00	-17.07	152531	22	507	 476 109
asu-miR-5360-3p	AgB01_g061_t08	325.00	-26.33	170.00	-17.07	152539	22	507	 476 109
asu-miR-5360-3p	AgB03_g459_t01	320.00	-43.61	170.00	-29.12	164826	22	1485	 1133 1085
asu-miR-5360-3p	AgB03_g459_t02	320.00	-43.61	170.00	-29.12	164827	22	1485	 1133 1085
asu-miR-5360-3p	AgB03_g459_t03	320.00	-43.61	170.00	-29.12	164833	22	1643	 1291 1243
asu-miR-5360-3p	AgB05_g194_t03	170.00	-14.87	170.00	-14.87	168159	22	685	 644
asu-miR-5360-3p	AgB08X_g072_t02	317.00	-43.51	170.00	-24.96	189425	22	1918	 150 786
asu-miR-5360-3p	AgB08X_g243_t01	170.00	-16.77	170.00	-16.77	190054	22	243	 126
asu-miR-5360-3p	AgB08X_g243_t02	170.00	-16.77	170.00	-16.77	190055	22	243	 126
asu-miR-5360-3p	AgB08X_g243_t03	170.00	-16.77	170.00	-16.77	190056	22	243	 126
asu-miR-5360-3p	AgE14_g008_t01	170.00	-19.45	170.00	-19.45	225565	22	995	 312
asu-miR-5360-3p	AgE14_g008_t02	170.00	-19.45	170.00	-19.45	225566	22	995	 312
asu-miR-5360-3p	AgE14_g008_t03	170.00	-19.45	170.00	-19.45	225567	22	995	 312
asu-miR-5360-3p	AgE14_g008_t04	170.00	-19.45	170.00	-19.45	225568	22	995	 312
asu-miR-5360-3p	AgE14_g008_t05	170.00	-19.45	170.00	-19.45	225569	22	995	 312
asu-miR-5360-3p	AgE14_g008_t06	170.00	-19.45	170.00	-19.45	225570	22	995	 312
asu-miR-5360-3p	AgE14_g008_t07	170.00	-19.45	170.00	-19.45	225571	22	995	 312
asu-miR-5360-3p	AgR003_g355_t01	170.00	-17.34	170.00	-17.34	170859	22	7293	 4069
asu-miR-5360-3p	AgR003_g355_t02	170.00	-17.34	170.00	-17.34	170860	22	6646	 3422
asu-miR-5360-3p	AgR004_g249_t01	170.00	-14.86	170.00	-14.86	172108	22	509	 90
asu-miR-5360-3p	AgR018X_g263_t01	314.00	-24.21	170.00	-14.97	194130	22	501	 288 86
asu-miR-5360-3p	AgR020_g222_t01	170.00	-20.90	170.00	-20.90	196046	22	2084	 649
